separation, propensity, length, PredSS_r1_-1, PredSS_r1, PredSS_r1_1, PredSS_r2_-1, PredSS_r2, PrSS_fq_cn_H, PrSS_fq_cn_E, PrSS_fq_cn_C, PrCN_fq_cn_0, PrRCH_fq_cn0, PrRCH_fq_cn1, PrSA_fq_cn_0, PrSA_fq_cn_4, PrRCH_r1_-1, PrRCH_r1, PrRCH_r1_1, PrRCH_r2_-1, PrRCH_r2, PrRCH_r2_1, PrCN_r1_-1, PrCN_r1, PrCN_r1_1, PrCN_r2, PrSA_r1, PrSA_r2_-1, PrSA_r2, PrSA_r2_1, PrRCH_fq_gl0, PrRCH_fq_gl4, AA_fq_cn_A, AA_fq_cn_D, AA_fq_cn_E, AA_fq_cn_I, AA_fq_cn_F, PrSS_fq_gl_H, PrCN_fq_gl_0, PrSA_fq_gl_0, PSSM_r1_-4_A, PSSM_r1_-4_N, PSSM_r1_0_D, PSSM_r1_1_W, PSSM_r2_0_A, PSSM_cn_-2_A, PSSM_cn_-2_T, PSSM_cn_0_H, PSSM_cn_2_D, PSSM_cn_2_V, class
86,-0.098348783534432,217,H,H,H,C,C,0.329,0.024,0.647,0.518,0.482,0.224,0.035,0.518,0,3,1,1,0,1,1,3,1,0,0,4,4,3,0.382,0.069,0.059,0.106,0.082,0.024,0.012,0.41,0.442,0.124,-6,-6,-5,-4,-2,-1,-1,4,0,-2,negative
33,-0.788595512854148,90,H,C,C,H,C,0.594,0.0,0.406,0.25,0.312,0.156,?,0.312,1,0,0,3,3,1,0,0,0,3,4,3,2,3,0.367,0.0,0.125,0.094,0.031,0.0,0.031,0.533,0.333,0.178,-2,3,2,-4,-1,-4,-4,-1,-4,0,negative
36,-0.104898000751839,345,H,H,H,H,H,0.514,0.2,0.286,0.229,0.257,0.229,0.257,0.171,1,3,3,1,3,1,2,4,4,3,0,3,0,3,0.243,0.188,0.2,0.086,0.029,0.057,0.086,0.386,0.122,0.299,3,-2,-3,-4,-2,3,1,-6,3,-3,negative
51,0.00849402669097412,151,E,E,E,C,C,0.48,0.12,0.4,0.18,0.26,0.24,0.22,0.16,4,4,4,0,0,0,4,4,4,1,0,4,3,4,0.338,0.046,0.06,0.04,0.1,0.02,0.02,0.272,0.278,0.185,-2,-4,-4,11,2,-5,-4,-4,-2,-2,negative
21,-0.403679937050501,232,E,E,E,H,H,0.35,0.15,0.5,0.3,0.3,0.25,0.2,0.25,4,4,4,1,3,3,4,4,4,3,1,3,0,0,0.22,0.198,0.15,0.15,0.05,0.05,0.1,0.371,0.121,0.323,-2,-5,-6,-5,6,-5,-1,-4,-6,4,negative
16,-0.158685575359271,440,C,C,C,C,E,0.0,0.0,1.0,0.2,0.333,0.267,0.2,0.267,4,4,3,3,4,4,4,4,4,4,0,0,0,0,0.241,0.164,0.133,0.067,0.133,0.133,0.0,0.352,0.15,0.255,-4,-1,-7,-3,-2,-2,1,-1,-4,-8,positive
52,-0.368081382215582,141,C,E,E,?,C,0.157,0.588,0.255,0.196,0.235,0.157,0.196,0.196,0,1,3,0,2,0,0,2,3,3,3,3,1,4,0.369,0.021,0.02,0.098,0.078,0.078,0.059,0.213,0.397,0.17,-2,0,0,-2,-1,-2,-2,2,0,-2,negative
19,-0.264740238639843,116,H,H,H,H,H,0.889,0.0,0.111,0.056,0.056,0.056,0.5,0.111,3,1,3,3,3,3,3,0,3,3,3,3,2,0,0.302,0.043,0.167,0.0,0.0,0.0,0.056,0.81,0.422,0.233,0,0,-1,-3,1,1,-2,-2,-1,-3,negative
24,0.776277230345155,126,C,C,C,H,H,0.435,0.0,0.565,0.478,0.565,0.174,0.043,0.478,0,2,0,3,3,3,0,3,0,4,1,0,0,0,0.365,0.0,0.0,0.174,0.043,0.0,0.087,0.548,0.31,0.135,1,0,-5,-5,-5,2,1,-1,-5,2,positive
49,0.702477190922726,149,H,H,H,H,H,0.625,0.083,0.292,0.125,0.208,0.125,0.312,0.188,1,0,0,3,3,3,1,0,1,1,4,1,3,0,0.201,0.235,0.104,0.0,0.104,0.083,0.021,0.644,0.154,0.322,-1,-1,0,-4,-1,-1,1,-2,4,-4,negative
54,0.00960562576808159,113,C,E,E,E,E,0.0,0.472,0.528,0.038,0.264,0.019,0.208,0.113,3,3,3,3,3,3,4,3,4,4,2,0,1,3,0.301,0.053,0.038,0.038,0.019,0.038,0.038,0.071,0.115,0.168,0,0,-4,-7,-6,1,-1,2,-6,2,negative
76,0.636381526324397,110,E,E,E,E,E,0.347,0.28,0.373,0.373,0.307,0.213,0.293,0.32,3,4,3,1,3,0,4,4,4,3,0,3,1,3,0.355,0.027,0.04,0.12,0.067,0.08,0.067,0.4,0.382,0.245,-1,-2,-2,-2,-2,-1,-1,-1,4,-1,negative
28,-0.722302163365221,150,E,E,E,C,H,0.333,?,0.519,0.444,0.407,0.259,0.111,0.37,3,3,3,0,0,0,4,4,?,0,0,3,4,4,0.333,0.027,0.0,0.111,0.222,0.185,0.037,0.48,0.26,0.233,0,-2,-4,-3,-1,-1,-1,-1,2,-1,negative
61,-0.717098056127927,187,C,C,C,C,C,0.217,0.333,0.45,0.4,0.467,0.133,0.117,0.4,0,1,0,0,0,3,0,2,0,0,4,4,3,2,0.348,0.043,0.05,0.067,0.167,0.0,0.033,0.096,0.209,0.144,0,-1,-3,-4,-1,-1,-1,-2,-4,4,negative
6,-0.334728526624013,954,E,E,C,C,C,0.0,0.0,1.0,0.0,0.4,0.2,0.0,0.4,3,3,3,1,1,3,4,4,3,2,1,3,3,0,0.239,0.138,0.2,0.0,0.2,0.0,0.0,0.181,?,0.156,3,-3,-3,0,1,-2,-2,-8,-6,-5,negative
114,-1.62414912760972,265,C,C,C,C,C,0.177,0.327,0.496,0.106,0.212,0.115,0.336,0.159,4,4,4,1,0,0,4,4,4,0,1,4,4,4,0.219,0.238,0.097,0.053,0.053,0.035,0.071,0.226,0.121,0.313,0,-7,-4,-5,0,-1,-1,0,-1,0,negative
226,0.0989227983205789,418,C,C,E,C,C,0.267,0.253,0.48,0.018,0.111,0.133,0.413,0.084,0,3,3,3,3,3,1,4,3,4,0,2,0,3,0.124,0.254,0.116,0.053,0.071,0.08,0.031,0.321,0.019,0.414,-1,1,-3,-1,7,-5,-5,-6,0,-2,negative
8,-0.770233121100733,88,C,C,C,C,C,0.0,0.0,1.0,0.0,0.0,0.0,0.143,0.429,3,3,3,3,3,3,3,4,3,3,2,0,3,1,0.364,0.011,0.0,0.0,0.0,0.286,0.0,0.432,0.318,0.136,0,-2,-4,-6,-1,2,0,-2,-4,-5,positive
315,-0.591533697835984,711,C,C,C,C,C,0.529,0.064,0.408,0.465,0.363,0.213,0.099,0.417,3,0,1,1,0,1,3,0,0,0,4,4,4,3,0.342,0.006,0.07,0.041,0.096,0.07,0.054,0.387,0.405,0.139,4,-2,-1,-4,1,-2,-1,-3,-2,3,negative
27,-0.210352041838163,233,C,C,C,E,C,0.308,0.154,0.538,0.154,0.346,0.115,0.115,0.269,3,3,3,3,3,3,4,4,3,3,0,1,2,0,0.339,0.077,0.115,0.0,0.038,0.0,0.0,0.322,0.249,0.193,-5,-6,-2,-5,0,5,2,0,1,-2,negative
18,-0.223130093762819,53,C,C,C,H,H,0.294,0.0,0.706,0.882,0.706,0.176,0.0,0.824,3,0,0,1,3,3,0,0,0,4,4,3,0,0,0.509,0.0,0.176,0.0,0.0,0.059,0.0,0.509,0.66,0.132,0,0,1,-3,-2,1,1,-3,0,-2,negative
26,0.295432897894212,293,H,H,H,H,H,0.28,0.2,0.52,0.08,0.24,0.08,0.28,0.24,3,3,3,0,1,3,4,3,3,1,0,4,3,1,0.314,0.171,0.2,0.12,0.04,0.0,0.0,0.317,0.205,0.181,0,0,-4,-3,1,-3,-2,-1,-2,-1,negative
76,-0.219893050448415,237,C,C,C,C,E,0.453,0.08,0.467,0.12,0.28,0.133,0.2,0.16,4,4,4,3,3,3,4,4,4,3,1,1,3,0,0.232,0.139,0.133,0.067,0.107,0.04,0.04,0.287,0.118,0.262,-3,-6,-5,-4,-1,-4,-1,-3,0,-1,positive
195,0.0916735225847155,314,E,E,E,C,C,0.227,0.299,0.474,0.108,0.247,0.103,0.268,0.191,3,3,3,3,3,3,3,4,4,4,0,3,1,2,0.207,0.156,0.067,0.072,0.088,0.057,0.041,0.29,0.096,0.29,-4,-5,-6,-4,-2,-2,-2,-4,0,-3,negative
174,-0.20707452348578,216,C,C,E,C,E,0.0,0.457,0.543,0.168,0.272,0.104,0.249,0.26,1,4,3,3,3,3,3,4,4,4,0,1,0,1,0.278,0.102,0.069,0.04,0.064,0.058,0.035,0.06,0.167,0.241,1,-3,-5,-7,4,?,0,-1,-1,-2,negative
10,-0.0178509540145711,80,H,H,H,C,C,0.667,0.0,0.333,0.0,0.111,0.0,0.667,0.111,4,4,4,0,0,0,4,4,4,1,0,3,4,3,0.338,0.087,0.111,0.0,0.0,0.111,0.222,0.8,0.312,0.35,-2,-3,-3,-3,-1,1,1,-3,0,-2,positive
49,0.0989227983205789,202,E,E,E,E,C,0.0,0.312,0.688,0.167,0.354,0.042,0.188,0.312,3,3,3,3,3,3,3,4,3,4,0,3,1,3,0.307,0.089,0.042,0.104,0.021,0.042,0.042,0.03,0.203,0.178,-1,-5,-6,-3,2,1,0,0,0,1,negative
29,-0.760833039266056,296,C,H,H,C,C,0.357,0.179,0.464,0.143,0.25,0.107,0.357,0.143,3,3,0,4,4,4,3,3,1,4,1,0,0,0,0.22,0.233,0.0,0.036,0.071,0.143,0.036,0.375,0.101,0.361,-6,-4,-1,-7,6,-4,-2,-3,-3,-4,negative
90,0.141851067468977,128,H,H,H,H,H,0.27,0.258,0.472,0.292,0.348,0.191,0.157,0.303,3,3,3,4,4,4,2,4,4,4,0,0,1,3,0.391,0.055,0.067,0.034,0.112,0.056,0.045,0.383,0.352,?,-2,4,-5,-6,-5,-2,-2,-3,-1,0,positive
44,0.626348461004925,85,E,E,C,E,E,0.233,0.279,0.488,0.302,0.395,0.186,0.163,0.326,3,1,3,3,3,2,4,2,3,4,3,2,0,3,0.4,0.0,0.07,0.047,0.047,0.116,0.0,0.306,0.341,0.153,-1,?,0,-5,-1,-2,-3,0,-4,4,positive
66,1.51389645446527,90,?,E,E,E,E,0.292,0.385,0.323,0.231,0.231,0.246,0.246,0.246,3,3,3,4,4,3,4,4,4,4,0,3,1,3,0.256,0.033,0.108,0.077,0.123,0.092,0.015,0.211,0.222,0.244,1,2,-4,-4,-3,-1,2,0,0,-2,positive
24,0.658698368847506,100,C,C,C,E,E,0.0,0.435,0.565,0.391,0.435,0.13,0.217,0.435,4,4,4,3,3,3,4,4,4,4,0,0,1,3,0.43,?,0.174,0.043,0.087,0.043,0.087,0.19,0.36,0.15,-3,1,-10,-9,-4,-1,-1,-1,-7,2,positive
74,0.812774165983393,107,E,E,E,E,E,0.0,0.562,0.438,0.11,0.288,0.192,0.151,0.233,3,3,3,1,3,2,4,3,4,4,1,3,0,3,0.271,0.0,0.014,0.027,0.055,0.068,0.027,0.0,0.093,0.168,-2,-2,-4,13,-2,0,-2,1,3,-3,negative
150,1.35659494835128,363,E,E,E,C,C,0.094,0.262,0.644,?,0.336,0.128,0.188,0.329,3,3,3,1,3,3,4,4,4,3,0,3,3,3,0.281,0.163,0.081,0.06,0.06,0.074,0.0,0.251,?,0.218,1,0,-4,1,1,0,-3,-5,3,-5,positive
52,1.11178457528051,198,E,E,E,H,H,0.333,0.333,0.333,0.157,0.314,0.196,0.176,0.216,3,3,4,3,3,1,4,4,4,2,0,0,1,3,0.359,0.015,0.059,0.039,0.078,0.039,0.078,0.197,0.263,0.167,-3,0,-7,-1,-4,-6,-7,0,-6,-7,positive
20,-0.712962009328164,217,E,E,E,C,C,0.0,0.526,0.474,0.211,0.105,0.316,0.158,0.316,3,3,?,0,0,X,3,4,3,0,0,4,4,X,0.281,0.041,0.0,0.0,0.0,0.0,0.0,0.18,0.286,0.194,-2,0,-4,-2,-1,1,-1,-1,1,-1,negative
17,-0.256067555542816,324,H,H,H,C,C,0.312,0.0,0.688,0.0,0.188,0.0,0.125,0.188,3,3,3,3,0,1,3,1,4,0,3,2,4,4,0.34,0.077,?,0.0,0.0,0.0,0.125,0.389,0.247,0.16,0,-1,5,6,-2,3,1,-2,3,-2,negative
929,-0.122355581345679,1244,H,H,H,C,C,0.211,0.111,0.678,?,0.202,0.11,0.26,0.219,3,3,1,4,3,4,3,2,0,4,3,3,1,3,0.198,0.27,0.083,0.06,0.067,0.046,0.029,0.211,0.16,0.26,-5,-6,-1,-4,-4,4,0,-2,1,-2,negative
63,-0.0728073962006339,1244,C,C,H,C,C,0.419,0.081,0.5,0.065,0.081,0.032,0.452,0.161,3,0,2,4,3,3,4,1,2,4,3,3,1,0,0.198,0.27,0.081,0.048,0.016,0.113,0.032,0.211,0.16,0.26,-3,-4,0,-5,-2,-1,0,-2,-3,1,negative
53,-0.578292091327903,217,E,E,E,H,H,0.25,0.365,0.385,0.096,0.173,0.115,0.327,0.173,1,3,1,0,1,2,1,3,1,2,0,4,3,3,0.226,0.18,0.058,0.096,0.038,0.038,0.058,0.244,0.115,0.258,-1,-2,-8,-6,-1,0,-2,-2,-4,1,negative
70,-0.85620663328298,110,H,C,C,C,H,0.261,0.261,0.478,0.304,0.406,0.159,0.217,0.362,0,0,0,1,1,0,0,0,1,0,4,3,4,4,0.382,0.018,0.072,0.116,0.087,0.058,0.116,0.345,0.291,0.2,1,0,2,-1,1,2,-1,-1,-2,0,negative
71,-0.098348783534432,224,C,C,?,E,C,0.043,0.5,0.457,0.2,0.257,0.186,0.2,0.271,0,3,0,3,0,0,0,3,0,1,3,1,4,4,0.299,0.0,0.057,0.057,0.057,0.071,0.086,0.071,0.188,0.201,0,0,-2,-4,-2,1,1,-1,-6,4,negative
45,-0.376477099882196,1244,H,H,C,E,E,0.0,0.023,0.977,0.114,0.205,0.068,0.182,0.205,3,3,0,3,3,3,3,3,0,3,2,0,1,1,0.198,0.27,0.045,0.023,0.068,0.068,0.0,0.211,0.16,0.26,-5,-6,-3,-5,-3,-3,-3,-2,0,0,negative
40,-0.296751891098694,93,H,H,?,C,C,0.487,0.0,0.513,0.205,0.359,0.205,0.128,0.308,3,3,0,0,3,0,3,2,0,4,3,4,1,3,0.301,0.075,0.282,0.026,0.0,0.026,0.0,?,0.097,0.129,1,-2,-1,-4,-1,-1,4,0,-1,-2,positive
17,-0.334728526624013,359,C,C,C,C,C,0.0,0.375,0.625,0.0,0.062,0.062,0.562,0.0,3,1,3,4,4,3,3,2,3,4,3,1,1,2,0.187,0.234,0.062,0.062,0.0,0.125,0.0,0.326,0.103,?,-6,-4,0,-6,-4,-3,-2,-7,3,-5,negative
100,-0.448489264136552,176,C,H,H,H,H,0.242,0.273,0.485,0.293,0.333,0.162,0.212,0.343,1,0,1,3,1,0,3,1,1,1,4,0,3,4,0.352,0.114,0.061,0.091,0.061,0.061,0.061,0.153,0.284,0.193,-3,-6,4,-6,-1,-4,0,3,-3,-1,negative
48,-0.261888415190075,144,C,C,H,H,H,0.851,0.0,0.149,0.213,0.298,0.17,0.191,0.17,3,0,1,3,3,3,4,1,1,4,3,1,0,0,0.361,0.0,0.064,0.043,0.064,0.064,0.021,0.715,0.264,0.167,0,2,2,-4,0,0,2,3,1,-2,negative
98,-0.348437167796208,221,C,C,H,H,H,0.588,0.031,0.381,0.289,0.34,0.165,0.216,0.299,0,0,0,0,3,2,0,0,0,3,4,3,1,1,0.253,0.118,0.052,0.052,0.082,0.052,0.041,0.525,0.186,0.244,0,-2,4,-3,-2,-1,0,-3,-2,-5,negative
53,-0.362964337188866,384,H,H,H,C,C,0.058,0.038,0.904,0.308,0.346,0.077,0.058,0.288,3,3,4,2,0,3,3,3,3,0,3,3,3,1,0.253,0.169,0.077,0.096,0.038,0.019,0.038,0.615,0.281,0.214,4,-3,-1,-4,-2,1,0,0,?,-2,positive
289,0.752515289393147,546,C,C,C,C,H,0.316,0.087,0.597,0.132,0.219,0.125,0.347,0.194,0,3,3,4,4,4,3,4,3,4,0,0,0,1,0.172,0.374,0.142,0.069,0.045,0.066,0.021,0.333,0.09,0.407,-3,-6,-5,-4,2,-4,-3,-3,-7,-1,negative
100,0.0333183728783178,620,E,E,E,E,E,0.0,0.485,0.515,0.081,0.192,0.061,0.242,0.131,3,3,3,3,3,3,3,4,3,4,0,0,1,3,0.274,0.144,0.051,0.091,0.051,0.091,0.04,0.068,0.145,0.177,3,-2,-5,-3,-3,1,1,-1,-1,-1,negative
117,1.11178457528051,244,E,E,E,E,E,0.172,0.457,0.371,0.172,0.328,0.19,0.198,0.267,3,3,3,3,2,3,4,4,4,3,0,0,2,0,0.299,0.02,0.043,0.06,0.121,0.121,0.06,0.168,0.123,0.238,3,0,-5,-4,-2,-1,-1,-2,-3,2,negative
194,-0.158685575359271,610,E,E,E,C,C,0.036,0.425,0.539,0.145,0.275,0.166,0.218,0.264,3,3,3,0,0,1,3,4,2,1,0,3,4,3,0.246,0.139,0.062,0.041,0.078,0.078,0.021,0.334,0.164,0.221,-2,-1,-8,-2,-2,1,-1,1,-4,2,positive
244,-0.338301598677306,248,C,C,H,C,C,0.354,0.165,0.481,0.144,0.251,0.189,0.235,0.156,0,0,3,3,3,0,3,0,3,4,3,0,0,4,0.262,0.073,0.082,0.103,0.053,0.053,0.062,0.347,0.145,0.234,0,0,5,-5,-1,1,-2,-6,-5,6,negative
138,0.0339726964393725,190,C,E,E,C,C,0.219,0.219,0.562,0.066,0.19,0.044,0.321,0.131,4,4,4,2,0,3,4,4,4,3,0,2,4,1,0.2,0.363,0.066,0.051,0.036,0.044,0.029,0.158,0.058,0.316,2,-1,-5,-6,-4,-3,-3,-6,-4,-5,negative
124,-0.521950453129646,324,C,C,C,C,E,0.545,0.0,0.455,0.187,0.276,0.106,0.211,0.244,1,0,0,3,4,4,0,1,1,4,4,1,0,0,0.34,0.077,0.114,0.081,0.016,0.024,0.065,0.389,0.247,0.16,1,0,2,-3,3,2,2,-4,4,-1,positive
46,-0.755462394916418,101,C,E,E,C,C,0.0,0.533,0.467,0.2,0.311,0.2,0.133,0.289,3,1,0,0,1,3,3,1,1,1,3,4,3,1,0.307,0.0,0.111,0.067,0.022,0.022,0.044,0.0,0.119,0.149,0,0,-2,-4,-1,-2,-2,-3,-2,1,negative
14,0.467747687419113,312,E,E,E,E,E,0.0,0.615,0.385,0.385,?,0.077,0.154,0.462,3,3,3,3,3,3,4,4,4,4,0,0,0,0,0.381,0.054,0.154,0.0,?,0.077,0.0,0.0,0.327,0.109,0,-1,-3,-2,-3,-2,-2,-2,-4,2,positive
279,-0.535980866669175,345,E,E,E,C,C,0.421,0.147,0.432,0.126,0.234,0.14,0.306,0.165,1,3,2,0,1,3,2,3,2,0,0,3,3,3,0.243,0.188,0.115,0.076,0.05,0.065,0.018,0.386,0.122,0.299,-2,-1,-6,-5,-4,4,-2,-2,-5,1,negative
537,-0.193391498395812,954,E,E,C,C,C,0.043,0.33,0.627,0.153,0.246,0.097,0.11,0.284,3,1,2,4,3,3,3,1,3,4,3,3,1,1,0.239,0.138,0.099,0.052,0.069,0.043,0.041,0.181,0.155,0.156,-5,-5,2,0,0,0,-1,0,-2,1,negative
12,-0.195098674905331,110,E,E,E,E,E,0.0,0.545,0.455,0.455,0.273,0.364,0.091,0.455,3,3,1,3,3,3,3,4,2,3,1,1,3,0,0.245,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.282,0.173,0,0,-5,-4,-1,2,1,3,-4,5,positive
38,-0.26793045567281,217,C,C,C,H,H,0.135,0.0,0.865,0.054,0.27,0.189,0.135,0.216,1,0,3,1,0,3,1,1,3,1,4,3,3,2,0.263,0.161,0.135,0.081,0.054,0.027,0.027,0.461,0.124,0.3,-4,-4,1,-6,-1,1,-1,-6,3,-4,negative
18,1.41058573887302,822,E,E,E,E,E,0.353,0.176,0.471,0.0,0.353,0.118,0.118,0.176,3,3,3,3,3,2,4,4,4,4,0,2,0,3,0.253,0.227,0.0,0.235,0.059,0.059,0.0,0.265,0.208,0.26,0,-2,-7,-6,1,-1,-3,-1,1,-4,positive
9,-0.338301598677306,954,H,H,H,H,H,0.625,0.0,0.375,0.0,0.0,0.0,0.25,0.0,4,4,4,3,3,3,4,4,4,3,0,3,0,3,0.239,0.138,0.0,0.0,0.25,0.0,0.125,0.181,0.155,0.156,0,0,-3,-5,-2,-3,-2,1,1,-1,positive
149,-0.362964337188866,223,H,H,H,C,C,0.426,0.122,0.453,0.209,0.297,0.182,0.182,0.264,1,0,2,2,2,0,0,0,2,1,3,4,2,4,0.278,0.081,0.074,0.034,0.041,0.034,0.101,0.372,0.188,0.184,?,-1,0,-6,-1,-1,-1,-2,-1,-3,negative
547,-0.381820596156714,764,H,H,H,C,C,0.418,0.093,0.489,0.145,0.198,0.128,0.335,0.165,4,4,4,3,4,3,4,4,4,3,0,0,3,0,0.223,0.226,0.079,0.044,0.071,0.07,0.064,0.365,0.161,0.313,-4,7,-6,-4,-1,0,-1,-3,-1,-5,negative
75,-0.637628516238633,137,C,E,E,H,H,0.257,0.459,0.284,0.122,0.176,0.162,0.338,0.081,3,4,4,3,0,3,4,4,4,1,0,1,4,3,0.234,0.124,0.068,0.027,0.095,0.122,0.014,0.314,0.146,0.285,0,-1,-6,-5,2,-2,3,-3,3,-4,negative
231,0.0328502008281514,362,C,C,C,E,C,0.391,0.109,0.5,0.117,0.191,0.104,0.196,0.139,4,4,4,4,4,3,4,4,4,4,0,0,0,1,0.24,0.16,0.096,0.074,0.052,0.043,0.03,0.268,0.13,0.196,-2,-5,-4,0,0,-1,-1,-3,0,0,positive
65,0.614173910614699,99,C,C,C,C,C,0.594,0.031,0.375,0.469,0.344,0.234,0.203,0.375,3,3,1,3,3,1,3,3,0,3,3,2,3,3,0.374,0.0,0.078,0.031,0.078,0.031,0.062,0.475,0.485,0.152,1,3,-2,-2,-2,-2,-2,0,-2,-3,negative
81,-0.271137574296677,141,H,H,H,E,E,0.212,0.287,0.5,?,0.237,0.2,0.237,0.263,1,2,1,4,4,3,0,2,0,4,2,0,3,0,0.319,0.035,0.062,0.025,0.087,0.062,0.05,0.248,0.312,0.22,-4,7,-3,?,0,1,1,-2,1,-2,negative
206,-0.91658152710323,398,H,H,H,C,C,0.341,0.151,0.507,0.117,0.2,0.098,0.38,0.127,0,1,2,3,3,0,0,1,3,3,3,0,1,4,0.206,0.307,0.088,0.068,0.063,0.054,0.044,0.405,0.123,0.357,1,0,1,-4,-3,-2,0,-2,5,-4,negative
29,-0.591533697835984,125,H,H,H,E,E,0.071,0.607,0.321,0.179,0.286,0.107,0.214,0.214,0,3,2,3,1,1,0,3,2,1,3,2,4,4,0.368,0.0,0.036,0.036,0.036,0.0,0.071,0.208,?,0.192,-2,?,-2,-3,1,0,-1,-3,-1,-2,positive
278,-0.2299948018255,363,E,E,E,C,C,0.22,0.249,0.531,0.177,0.278,0.137,0.173,0.235,3,3,3,3,0,0,4,3,2,3,0,1,4,4,0.281,0.163,0.079,0.061,0.058,0.047,0.022,0.251,0.193,0.218,0,1,-6,-5,0,2,1,1,0,-3,negative
67,-0.0053328802722301,215,C,C,C,H,H,0.697,0.0,0.303,0.348,0.348,0.167,0.106,0.227,3,3,0,4,4,4,3,3,0,4,1,0,0,0,0.288,0.051,0.121,0.136,0.061,0.061,0.061,0.516,0.228,0.177,1,0,1,0,1,1,0,2,0,-1,negative
116,1.28178614827365,233,C,C,C,C,C,0.496,0.07,0.435,0.226,0.322,0.174,0.209,0.235,3,3,0,3,3,1,3,3,0,3,3,2,0,3,0.339,0.077,0.13,0.026,0.078,0.026,0.052,0.322,0.249,0.193,-1,-1,-2,-2,-2,1,-2,-1,-4,2,negative
29,-0.133275145604059,105,C,C,E,C,C,0.214,0.393,0.393,0.036,0.071,0.143,0.429,0.071,2,0,3,3,3,3,3,1,3,4,4,3,3,2,0.314,0.057,0.071,0.036,0.036,0.071,0.0,0.352,0.248,0.238,-1,0,1,-1,-1,-3,-2,-5,-6,0,negative
67,0.428102310078339,143,E,E,E,E,E,0.0,0.515,0.485,0.47,0.379,0.258,0.136,0.47,0,0,0,1,0,0,0,0,0,0,4,3,4,4,0.434,0.014,0.121,0.091,0.015,0.045,0.045,0.0,0.434,0.133,0,-1,-1,-3,1,4,0,-3,2,-3,positive
159,-0.0293176542549531,434,C,C,C,H,H,0.468,0.063,0.468,0.095,0.127,0.089,0.38,0.076,0,0,3,0,3,3,1,1,3,3,4,3,1,0,0.217,0.214,0.089,0.032,0.12,0.051,0.038,0.295,0.127,0.311,4,0,2,-2,-1,-3,-3,0,-2,-4,positive
10,1.40279843531977,301,H,H,H,E,E,0.333,0.333,0.333,0.222,0.222,0.333,0.111,0.222,1,3,1,2,3,1,1,3,1,4,0,?,0,3,0.199,0.183,0.0,0.111,0.0,0.0,0.0,0.442,0.13,0.252,-5,-7,-7,-6,-3,-4,-2,-4,-2,2,positive
56,-0.788595512854148,122,C,C,C,H,H,0.364,0.291,0.345,0.418,0.418,0.145,0.182,0.382,0,1,3,0,3,3,0,1,3,3,3,3,0,1,0.467,0.0,0.0,0.073,0.109,0.055,0.091,0.369,0.434,0.148,-1,-3,4,1,-1,0,5,0,-4,-1,negative
91,-0.578292091327903,223,H,H,H,C,C,0.411,0.1,0.489,0.144,0.256,0.122,0.344,0.144,4,4,4,3,3,3,4,4,4,2,0,2,2,1,0.211,0.233,0.033,0.033,0.122,0.033,0.044,0.332,0.085,0.377,-3,-4,?,-5,-3,-3,8,-5,-6,1,negative
61,-0.645740409892449,106,E,C,C,E,C,0.083,0.067,0.85,0.233,0.333,0.167,0.1,0.4,3,1,0,3,1,1,4,2,1,3,3,2,3,3,0.396,0.019,0.067,0.033,0.083,0.033,0.067,0.085,0.226,0.085,-2,0,5,-4,-3,-4,-4,-2,-3,-4,positive
158,0.0989227983205789,459,C,C,C,E,C,0.363,0.14,0.497,0.306,0.331,0.185,0.115,0.28,0,3,0,1,3,1,1,3,0,3,4,3,0,3,0.257,0.105,0.064,0.102,0.07,0.025,0.032,0.307,0.185,0.207,-1,-3,-2,1,6,-2,0,3,0,-1,negative
17,-0.160703722895275,60,C,E,E,C,E,0.0,0.188,0.812,0.438,0.438,0.25,0.062,0.625,1,1,3,1,3,1,0,1,3,4,3,3,0,3,0.467,0.0,0.062,0.0,0.125,0.0,0.0,0.267,0.35,0.15,?,0,0,-3,-1,-1,-1,-3,-2,-3,positive
15,-0.453080027406847,100,H,H,H,C,C,0.786,0.0,0.214,0.429,0.5,0.071,0.286,0.214,0,1,3,0,0,1,0,1,3,0,3,4,4,3,0.36,0.03,0.143,0.0,0.0,0.071,0.0,0.6,0.41,0.18,-1,0,0,-3,-2,0,0,-2,-2,-1,negative
56,0.655458249089077,166,H,H,H,H,H,0.4,0.145,0.455,0.036,0.236,0.073,0.345,0.073,3,3,3,3,1,2,3,4,3,1,0,0,3,3,0.265,0.0,0.055,0.018,0.091,0.073,0.018,0.482,0.078,0.271,1,-4,-7,-1,-1,-1,-1,2,1,-4,positive
24,-0.104898000751839,117,E,E,E,E,E,0.0,0.261,0.739,0.261,0.391,0.217,0.13,0.391,3,3,3,3,3,3,3,4,3,4,3,3,0,1,0.402,0.017,0.043,0.087,0.087,0.043,?,0.171,0.368,0.162,2,-1,-2,-3,-2,5,-1,-2,-3,2,positive
14,0.551778417434986,181,C,E,E,E,E,0.0,0.385,0.615,0.154,0.154,0.308,0.231,0.154,3,3,1,3,3,0,3,4,3,4,0,0,1,3,0.182,0.044,0.154,0.077,0.077,0.0,0.0,0.061,0.066,0.238,-2,2,-5,-3,-3,-2,4,-1,-3,-3,positive
